, Metric: Tickets incoming, SubsetType: IMPACT, From 2018-01-01 to 2019-10-03,,
date, group_name,impact, case_id,sev,nTicketBySev
2019-06-29 23:25:37 UTC, group-a,3, 26545339-16a7-4a98-9bc1-4b96ad3d44da,,
2019-06-30 04:47:28 UTC, group-a,3,193457382,,
2019-06-30 04:47:28 UTC, group-a,3, 4aa614fc-c63b-4e93-a322-10ee4451e463,,
2019-07-01 00:04:04 UTC, group-a,3, 184e2964-dc62-4cf9-88ce-3d3089dccbdd,,
2019-07-01 04:54:42 UTC, group-a,3, cfe9c212-fe90-4b71-934f-cfc5e6add30b,,
2019-07-02 00:16:39 UTC, group-a,3, 3b3cc719-b2db-4b73-9f45-45579814c221,,
2019-07-02 06:45:41 UTC, group-a,5, 6be68a6c-a5de-416e-87b5-2b5dabccbc8d,,
2019-07-02 17:31:39 UTC, group-a,4,400621535,,
2019-07-02 17:33:09 UTC, group-a,5,401939936,,
2019-07-02 18:13:45 UTC, group-a,3, 9fd38423-5d74-448d-bc07-6e0c9db02c1a,,
2019-07-02 18:22:05 UTC, group-a,3,401890743,,
2019-07-02 21:08:30 UTC, group-a,5, c9cc3b7a-87f8-4df7-9318-1cae33d85ef4,,
2019-07-02 21:45:18 UTC, group-a,3, 5248a22c-0e7b-4078-b94d-a2207d39ea0d,,
2019-07-03 13:44:13 UTC, group-a,3, 1f042c65-5e24-4077-860d-2d6b045c0921,,
2019-07-03 21:25:05 UTC, group-a,3, 483ba523-d559-4766-8426-eff776df4064,,
2019-07-03 21:26:07 UTC, group-a,3, fcde3c9c-4eac-4c1f-a150-69da5bba14f4,,
2019-07-03 23:59:56 UTC, group-a,3, 52858261-1b83-4c2d-8a36-0888611c95ad,,
2019-07-06 01:35:15 UTC, group-a,3, d290df8e-c821-450a-a749-33721046affd,,
2019-07-08 20:36:31 UTC, group-a,3, 9d822978-875a-4515-9ebe-b07d4af3ddff,,
2019-07-08 22:40:19 UTC, group-a,2, 176e6311-0bd4-4db6-8333-cebb4ae3bbe8,,
2019-07-09 00:47:29 UTC, group-a,3, cfe9c212-fe90-4b71-934f-cfc5e6add30b,,
2019-07-09 00:53:18 UTC, group-a,4, 1b5cacea-dd4d-43c2-a2e4-d179816194f7,,
2019-07-09 05:09:37 UTC, group-a,4, 9d63ce6b-a13f-42e4-9618-06f07dad40dc,,
2019-07-09 05:09:37 UTC, group-a,4,402589875,,
2019-07-09 11:44:23 UTC, group-a,3, fb832ffc-67a3-4935-8c11-4cc5f774f57a,,
2019-07-09 17:01:08 UTC, group-a,3, 1f6e628a-960b-4132-bdeb-06536d39bf7f,,
2019-07-10 00:33:08 UTC, group-a,3, 8a644133-3296-42c2-9edf-a2f68058f774,,
2019-07-10 13:47:41 UTC, group-a,3, 48167e22-bd5f-42ab-8564-8eb2e274c55b,,
2019-07-10 18:09:29 UTC, group-a,3, 1a978398-03a4-4260-bb4c-9af89ab1eec1,,
2019-07-10 20:48:37 UTC, group-a,3, 208fe3c5-8c25-4eaa-8bc2-b8a3fef44c23,,
2019-07-10 21:03:32 UTC, group-a,3, 112b483d-9db1-4035-943a-70f9ae4484f9,,
2019-07-10 22:50:00 UTC, group-a,3, 10424654-0967-43e9-a64b-19bc66adfbeb,,
2019-07-10 23:36:59 UTC, group-a,5, 6937c95a-c4dd-4f8f-8dd7-f4901d552a94,,
2019-07-11 08:45:32 UTC, group-m,3,403413675,,
2019-07-11 16:07:28 UTC, group-a,3, 29ffd815-0cb8-468f-b1a1-8fd1e3234376,,
2019-07-11 18:36:18 UTC, group-a,3, 1e06d523-659b-4728-9408-2939910e5d5c,,
2019-07-12 07:48:05 UTC, group-a,5, 43d714d5-1a42-49ae-a964-c9e661917645,,
2019-07-12 15:43:29 UTC, group-a,3, 29ffd815-0cb8-468f-b1a1-8fd1e3234376,,
2019-07-13 00:22:35 UTC, group-a,5, 878b434d-6c7e-47d8-b9d1-2d004ff3d060,,
2019-07-13 12:32:50 UTC, group-a,2, 5a1e194b-1770-46d3-bbb6-f5cd5f9fdc48,,
2019-07-14 11:55:56 UTC, group-a,3, b0b2b8a9-1fdd-42b5-ae36-7ddb2abf21e1,,
2019-07-15 18:19:24 UTC, group-a,3, 37aa8ea5-8ee7-4299-9b65-dd26d66157ad,,
2019-07-15 20:08:38 UTC, group-a,5, be717d7b-34f7-4ba8-a5ca-67593b8477ab,,
2019-07-15 20:51:57 UTC, group-a,3, cfe9c212-fe90-4b71-934f-cfc5e6add30b,,
2019-07-15 22:12:13 UTC, group-a,3, 2d3c45ea-0942-40e3-bb21-3d6f036770aa,,
2019-07-15 23:46:02 UTC, group-m,3,403902090,,
2019-07-16 12:18:25 UTC, group-a,3, 26d47597-c8b8-478d-8a1b-058e2101cadb,,
2019-07-16 18:31:16 UTC, group-a,3, e8c08375-8ac3-4173-933d-e03586b2f1ce,,
2019-07-16 23:25:41 UTC, group-a,3, 9f7d7a15-ad7e-4e17-a617-09cc3a726dc8,,
2019-07-17 19:21:22 UTC, group-a,4, 3b407ae7-61d8-4b5b-b1df-f604019b023f,,
2019-07-17 22:11:05 UTC, group-a,2, 16481052-e8b1-4d3c-a03b-66ce52b3975c,,
2019-07-17 23:04:40 UTC, group-a,5, 9a581273-16ab-415d-9f35-a3e090a6e746,,
2019-07-18 23:18:56 UTC, group-a,3, 2facaad7-b750-4ec9-906c-7c085d5e20b5,,
2019-07-18 23:18:56 UTC, group-a,3, c2ae1db3-5dd1-4da9-8610-cc3786052e92,,
2019-07-19 00:59:09 UTC, group-a,3, cfe9c212-fe90-4b71-934f-cfc5e6add30b,,
2019-07-19 08:33:44 UTC, group-a,5, c4906010-9c77-4190-a2a1-de979d6129c5,,
2019-07-19 15:32:40 UTC, group-a,3, 017bfe86-1a4d-408b-a373-8c5279e2f59c,,
2019-07-22 10:24:02 UTC, group-a,4, 029796b3-52ef-4cf7-9f30-07c6fbcffe4c,,
2019-07-22 17:26:10 UTC, group-a,3, 3b0e9a54-0211-48a9-a001-fbed110474bb,,
2019-07-22 19:43:09 UTC, group-a,3, ac3c7525-ec1c-413b-9a0c-176ec9c690d2,,
2019-07-22 20:38:50 UTC, group-a,3, 7c2f04c1-c932-43d4-a7f9-aab7f5dfd8fe,,
2019-07-22 21:34:14 UTC, group-a,3, 289ff48d-c983-4f21-b877-8a290d7ffc35,,
2019-07-22 21:34:14 UTC, group-a,3, 908c28fa-b185-4905-b4a0-0c50e77904ed,,
2019-07-23 00:08:36 UTC, group-a,3, 83e08065-6939-4359-8d31-cb13657036d5,,
2019-07-23 00:11:46 UTC, group-a,3, 6de6418a-e4be-4f40-8d56-cbdd5c9c150c,,
2019-07-23 04:23:43 UTC, group-a,3, f72be665-6916-45da-89ba-015b798c70e5,,
2019-07-23 19:44:18 UTC, group-a,4, dd0ed546-a897-4d75-b339-dac82ea29750,,
2019-07-23 19:44:18 UTC, group-a,4,404849554,,
2019-07-23 21:35:29 UTC, group-a,3, cecedeb2-7d99-4ca1-9b62-7b2789ebdb46,,
2019-07-23 22:10:01 UTC, group-a,3, b7798ad1-d663-4068-bbf9-ce6d27999f49,,
2019-07-23 22:10:47 UTC, group-a,3, b63ee309-2015-4676-9c0e-79922f1a31a5,,
2019-07-23 22:10:48 UTC, group-a,3, 7ebadf88-5c2f-4ea7-ab24-b87d39c4e15c,,
2019-07-23 22:10:49 UTC, group-a,3, d7f8e285-19e0-450f-bc79-518aa29c4783,,
2019-07-23 22:10:50 UTC, group-a,3, f1809ef4-a850-4782-bab0-d3a99bd9f213,,
2019-07-23 22:10:51 UTC, group-a,3, b87284aa-13fb-492a-aa7d-a3b1a7e26875,,
2019-07-23 22:10:52 UTC, group-a,3, 47a79e18-d790-4a7e-85e6-31a98e39bac4,,
2019-07-23 22:11:30 UTC, group-a,5,404888064,,
2019-07-23 22:11:30 UTC, group-a,5, 29a2b450-99e4-4719-b7b9-d34923ab7559,,
2019-07-24 07:37:09 UTC, group-a,5, a9e7b207-04fa-47ec-9183-1eb15b917fa1,,
2019-07-24 07:37:09 UTC, group-a,5,404935739,,
2019-07-24 08:02:36 UTC, group-a,3, e7823b8e-8c6e-45b5-aebd-2b9ba45b6807,,
2019-07-24 17:14:49 UTC, group-a,5, 6fbdcd55-e369-4edc-ab52-2995f886d055,,
2019-07-24 19:41:00 UTC, group-a,3, 754dad31-bb25-47f7-a9ee-7fa218b0f29c,,
2019-07-25 16:47:21 UTC, group-a,2, cced80bc-80bd-4029-be20-0590a76fe31d,,
2019-07-25 16:50:12 UTC, group-a,2, 3ab2e8de-f36e-4ed8-893f-6c121087274d,,
2019-07-25 16:50:35 UTC, group-a,3, cd1f9cca-f5de-4f5b-8da9-ff2f9506ab93,,
2019-07-25 16:51:04 UTC, group-a,3, 0aace76f-9ef4-4f43-b4de-d012f544a393,,
2019-07-25 18:38:46 UTC, group-m,3,405237569,,
2019-07-25 20:12:58 UTC, group-a,3, 2af06891-62ef-4d10-8f59-f7dc55ce9a15,,
2019-07-26 00:02:10 UTC, group-a,3, 135e6e9e-173b-44e7-ac72-8d6ff2e0396f,,
2019-07-26 00:06:35 UTC, group-a,3, b8cadfe5-379f-4cda-9c40-1bca7841f995,,
2019-07-26 15:26:19 UTC, group-a,3, 8ba1fd38-0436-4a53-ab59-c63cf1dde1b0,,
2019-07-27 15:51:01 UTC, group-a,3, 3fa7a9d6-a237-41ea-a5e2-40b7e8e82f79,,
2019-07-29 16:03:42 UTC, group-z,3, 99bb82e2-723e-4d8d-a6e5-37e4fc88daf7,,
2019-07-29 20:07:01 UTC, group-a,3, ea28084e-9647-4506-be9b-50097e2af0e0,,
2019-07-29 21:40:16 UTC, group-a,3, 5d8d484c-fe41-4c41-8837-3715aa730e6a,,
2019-07-29 23:22:30 UTC, group-a,3,403938324,,
2019-07-30 00:44:17 UTC, group-a,4, e86ef8b3-692e-42e9-ba4f-84db83f98c34,,
2019-07-30 14:25:30 UTC, group-a,2, deb2a61f-29be-4edd-bef7-a86da54c3a71,,
2019-07-30 17:10:06 UTC, group-a,4, e0640611-9e93-49de-bbf3-0c9faa9f01a5,,
2019-07-31 09:41:32 UTC, group-a,3, 2af06891-62ef-4d10-8f59-f7dc55ce9a15,,
2019-07-31 15:23:52 UTC, group-a,3, 423cb56b-6585-46cd-8b01-6a4744252c86,,
2019-07-31 17:43:57 UTC, group-a,3, f7edd383-4980-4a83-9630-3a355a31975a,,
2019-07-31 18:21:30 UTC, group-m,3,405918997,,
2019-07-31 21:19:31 UTC, group-a,3, 66cf3b3c-64d0-4c25-bf4f-0553531f3315,,
2019-08-01 02:39:41 UTC, group-a,5, 0cab149f-7965-4e48-bc38-af80e3c0e179,,
2019-08-01 02:39:41 UTC, group-a,3, 945d234a-d4ad-4b69-8d38-e5c9d9f4c54b,,
2019-08-03 11:58:26 UTC, group-a,3, E201759160,,
2019-08-04 09:38:37 UTC, group-a,3, e1a5b023-2b0a-49c2-adce-57f459b06fce,,
2019-08-05 03:51:09 UTC, group-a,3, 189eec5d-ca3d-4683-843e-0661d8774e7a,,
2019-08-05 18:08:26 UTC, group-a,3, 4494d702-64d7-4eba-b2be-a765ee2184a5,,
2019-08-05 18:11:27 UTC, group-a,3, c297fe7d-bd47-4359-a09b-28610458f65c,,
2019-08-05 20:26:39 UTC, group-a,3, 7783532a-b0ad-42f0-ad22-9e5f607b8478,,
2019-08-05 22:21:08 UTC, group-a,3, ef1977b5-b309-4cb0-bc99-706fdfbc45ee,,
2019-08-06 07:49:07 UTC, group-a,4, b5578feb-16b1-41c1-be0c-c17a9477fa1c,,
2019-08-06 11:28:29 UTC, group-a,3, 9d3fd801-753f-423e-bbd5-7ed0ee3ae663,,
2019-08-06 13:31:11 UTC, group-a,3, ce2f58ed-e774-4b9c-998f-cfc06074fdea,,
2019-08-06 22:02:10 UTC, group-a,3, 2c93d2ca-0baf-433c-a94c-2bb94c249a4b,,
2019-08-07 07:42:34 UTC, group-m,3,406695132,,
2019-08-07 09:17:13 UTC, group-a,3, 2ee39266-4d31-47f1-8401-b0d9b3294239,,
2019-08-07 16:32:16 UTC, group-a,3, 189eec5d-ca3d-4683-843e-0661d8774e7a,,
2019-08-07 19:34:44 UTC, group-a,3, 893a5076-6050-4dbb-97ea-b601ac11d2ba,,
2019-08-07 20:19:09 UTC, group-a,3, e9c605f7-3696-45ee-b3b8-43e4cfcacf3d,,
2019-08-08 06:14:28 UTC, group-a,3, 62d7ff84-0050-4aad-a6df-617f865c6cce,,
2019-08-09 12:08:55 UTC, group-a,4, E201999251,,
2019-08-09 21:35:43 UTC, group-a,4, E202015473,,
2019-08-10 04:36:21 UTC, group-a,3, 5c55981f-4dca-479c-8f72-00005f70d1c4,,
2019-08-10 04:36:36 UTC, group-a,3, 20a0040e-0e87-4dec-a824-33c25f245309,,
2019-08-10 04:37:17 UTC, group-a,3, b870b122-e54a-48d6-847a-57357cc23a4d,,
2019-08-10 04:46:52 UTC, group-a,3, ae90e7c3-8921-452c-af36-5ba749fc24d3,,
2019-08-10 12:18:22 UTC, group-a,4, E202037357,,
2019-08-12 14:35:17 UTC, group-a,3, c295efbf-65c7-4d08-9a3b-9fdf88c31483,,
2019-08-12 21:49:34 UTC, group-a,4, E201999251,,
2019-08-13 01:25:53 UTC, group-a,4, 73a771f4-dcaf-4f74-8d10-b066f9d4494e,,
2019-08-13 07:27:15 UTC, group-a,4, 45ed1cbd-4431-4398-8d2b-ae51fa7f13c3,,
2019-08-13 10:03:09 UTC, group-a,4, E202037357,,
2019-08-13 12:09:15 UTC, group-a,3, 37f64a30-dcb6-46c7-a073-2781bb327b9a,,
2019-08-13 17:19:13 UTC, group-a,3, 7fd9ab89-4e92-42b6-b198-6e22cc583bdc,,
2019-08-13 17:58:09 UTC, group-a,3, edef2ef9-0819-46fc-bd4c-6c417a1bbf8a,,
2019-08-13 20:09:24 UTC, group-m,3, c295efbf-65c7-4d08-9a3b-9fdf88c31483,,
2019-08-13 22:45:18 UTC, group-a,3, f1c525bf-664d-4376-b737-ff2dfe248daf,,
2019-08-13 22:45:43 UTC, group-a,3, a6a5eea9-bb7e-4359-b6be-23cc4c2ff23a,,
2019-08-13 22:54:31 UTC, group-a,3, eea0d683-ce16-4d67-aada-5ee3b0b1b8a5,,
2019-08-14 03:34:59 UTC, group-m,4, 73a771f4-dcaf-4f74-8d10-b066f9d4494e,,
2019-08-14 04:13:13 UTC, group-a,3, 435ddd67-7937-4077-889c-dc5d00fbd631,,
2019-08-14 11:40:46 UTC, group-a,2, fec0604a-6f50-4501-a892-1ebe16769c54,,
2019-08-15 17:12:27 UTC, group-a,3, e6b1bf65-2f87-4662-9270-f6a94049931b,,
2019-08-15 17:49:02 UTC, group-a,5, 9c3c58b4-dfc8-44be-a762-c1cc9013c1f0,,
2019-08-15 20:33:02 UTC, group-a,2, ea19f2bd-68b2-488a-8404-fbe04346273d,,
2019-08-16 00:16:34 UTC, group-a,4, cb5b50f0-601a-4e3a-9a2a-617be436f4b4,,
2019-08-16 00:27:17 UTC, group-a,3, a4fe6031-1ab3-470a-9bfa-1ad4f3aa17cd,,
2019-08-16 01:32:07 UTC, group-a,3, 639b318d-568c-47d0-a2d8-c4d1b2c53c3d,,
2019-08-16 05:33:25 UTC, group-a,3, ad2a6252-1084-48be-b7dc-54d2ad0cf659,,
2019-08-16 22:12:17 UTC, group-a,3, e1a5b023-2b0a-49c2-adce-57f459b06fce,,
2019-08-16 22:47:15 UTC, group-a,3, e1a5b023-2b0a-49c2-adce-57f459b06fce,,
2019-08-16 23:35:00 UTC, group-a,3, 7723c9d8-dceb-4296-9a31-1da55367152e,,
2019-08-17 00:43:53 UTC, group-a,3, e1a5b023-2b0a-49c2-adce-57f459b06fce,,
2019-08-19 18:50:51 UTC, group-a,4, e86ef8b3-692e-42e9-ba4f-84db83f98c34,,
2019-08-20 17:24:01 UTC, group-a,3, 45606961-1a7f-488d-a2b7-7612b066cc45,,
2019-08-20 17:24:01 UTC, group-a,3,405784383,,
2019-08-23 17:35:13 UTC, group-a,5, 6fbdcd55-e369-4edc-ab52-2995f886d055,,
2019-08-23 21:40:46 UTC, group-a,4, 6afce5e9-8dc4-43d3-a415-dda47e4b47a3,,
2019-08-26 22:16:46 UTC, group-a,4, ec329da5-55b2-43ef-bb42-c072682778e0,,
2019-08-26 22:24:00 UTC, group-a,3, 573fbf78-80b3-4279-af7a-86f2c3162f45,,
2019-08-27 17:09:02 UTC, group-a,3, 573fbf78-80b3-4279-af7a-86f2c3162f45,,
2019-08-27 18:12:48 UTC, group-a,3, 334bad6f-1e82-4f15-8548-6652c6d71d91,,
2019-08-27 21:08:21 UTC, group-a,3, e73ad664-f739-4674-94a1-14a6d668d9a1,,
2019-08-27 21:26:49 UTC, group-a,3, 7a449b69-d04a-4edd-908b-ea5f0ce2b7bd,,
2019-08-27 23:19:17 UTC, group-a,4, 41dac82d-3b0a-413b-8249-3707d09f7ea4,,
2019-08-28 16:10:05 UTC, group-m,3, E202723059,,
2019-08-28 21:00:43 UTC, group-a,3, eb5264c8-edf5-4033-bb63-40ca88b5cb9f,,
2019-08-29 06:34:28 UTC, group-a,3, E202763000,,
2019-08-29 10:47:54 UTC, group-a,3, E202015473,,
2019-08-29 15:36:13 UTC, group-a,3, E202037357,,
2019-08-29 17:09:04 UTC, group-a,3, 940807a7-3675-453c-90a6-7dfd9387f6ba,,
2019-08-29 19:13:53 UTC, group-a,3, E201999251,,
2019-08-29 20:52:49 UTC, group-a,3, 93d2e8b0-7118-4f6b-bac5-e5f4c9043432,,
2019-08-29 22:08:14 UTC, group-a,3, 5b7221e0-e60f-404d-8142-f7439b5ab42c,,
2019-08-29 23:54:34 UTC, group-a,3, e5d471fa-d433-4820-8477-9c4afef30e23,,
2019-08-30 06:56:22 UTC, group-a,3, de543a44-878f-4e0f-ba3c-5b0928592f0f,,
2019-08-30 19:06:34 UTC, group-a,3, 98ca4fe2-84fd-4a8b-9396-a26a5435f1c4,,
2019-08-31 00:48:11 UTC, group-a,3, d0f3c8bb-c9a9-4d6d-a162-c3ca898cfee8,,
2019-08-31 02:57:21 UTC, group-a,3, 5f86a141-dc6e-402d-8941-4c211f1a3e62,,
2019-09-02 09:21:26 UTC, group-a,4, 7ec6da75-fadb-4d4b-beaa-41352715d802,,
2019-09-02 16:15:20 UTC, group-a,3, 13c9ac4d-42e9-496d-b846-fe94f3745ea9,,
2019-09-02 16:15:22 UTC, group-a,2, 3ab12d78-8a1a-4b1a-ae0c-e5f852d94cbe,,
2019-09-03 11:43:28 UTC, group-a,3, 4eac1415-d355-40ed-a66e-f4d5dd6e1fad,,
2019-09-03 19:41:40 UTC, group-a,3, 603365ac-5d79-4cae-874c-a65b160f8e48,,
2019-09-03 21:37:01 UTC, group-a,3, 7f8133ad-bb20-473a-b674-c3cc13adbe92,,
2019-09-04 18:30:08 UTC, group-a,3, 01fa6acf-7ecb-4626-b1b0-c073c04c956e,,
2019-09-05 18:46:31 UTC, group-a,3, 351273ad-c869-4c98-82e7-746152e56ee3,,
2019-09-05 22:48:21 UTC, group-a,3, 82440ab6-166a-45ce-8793-704ec5eac201,,
2019-09-06 23:00:44 UTC, group-a,3, caba6faf-d024-48cb-9a07-20746a54647f,,
2019-09-06 23:04:53 UTC, group-a,3, e9c605f7-3696-45ee-b3b8-43e4cfcacf3d,,
2019-09-07 00:09:09 UTC, group-a,3, 21af54c7-ea5a-4189-99cb-5d1453e6e6ab,,
2019-09-07 20:00:12 UTC, group-a,2, e2bf4261-6f20-47f3-84e4-e759a5a36118,,
2019-09-08 00:57:29 UTC, group-a,3, c5a9715c-9eab-4084-81fe-5adadb4f20b6,,
2019-09-08 01:02:44 UTC, group-a,3, a91e5b3c-a4ff-4a37-b524-a6b3c1a7e2d7,,
2019-09-09 20:34:30 UTC, group-a,3, 6342a719-ec59-4c91-8e5d-7f815e366c58,,
2019-09-10 00:46:27 UTC, group-a,3, 0cd6b777-1713-47b4-ae46-fbf8a5d78c1c,,
2019-09-10 14:09:06 UTC, group-a,4, 34655a10-6f9f-4b3a-b419-f0026a28be06,,
2019-09-11 09:33:01 UTC, group-a,3, E203263026,,
2019-09-11 12:54:32 UTC, group-a,3, e475f3fd-b579-4ae9-89bb-197c73b30f3e,,
2019-09-11 17:05:00 UTC, group-a,3, f86b9ec6-1521-414c-a97d-a4e2859d8cbf,,
2019-09-11 20:15:55 UTC, group-a,5, 5a797538-eda6-4a85-a020-f8aabbbf59fb,,
2019-09-11 23:00:32 UTC, group-a,2, 39078577-f4fc-4e66-9587-09ad499795bf,,
2019-09-12 00:37:37 UTC, group-a,3, 256968ce-5fee-45d7-b96e-8c7bc70b68e5,,
2019-09-12 16:15:21 UTC, group-a,3, 23615fc2-144a-4217-9a5c-30708b131f58,,
2019-09-12 16:56:22 UTC, group-a,4, e6842048-d0aa-42cc-a002-fd06055252ce,,
2019-09-12 18:06:03 UTC, group-a,3, f367767f-02e2-40c9-9f38-0b7e06798061,,
2019-09-12 20:14:15 UTC, group-a,3, e4dac2b1-7715-465b-b888-06382b609e46,,
2019-09-12 23:00:34 UTC, group-a,3, a15e97cc-30c8-4979-89c7-37a3bfb0a8d1,,
2019-09-13 06:22:06 UTC, group-a,4, 95859bcd-e9e0-4e54-a88c-2eaa2e77317c,,
2019-09-13 06:38:15 UTC, group-a,4, 6b968a0f-b5bd-4efb-b565-605c3960950b,,
2019-09-13 14:58:34 UTC, group-a,3, 19000499-50f9-4310-9aa4-3a150d6869ac,,
2019-09-13 20:23:46 UTC, group-a,5, 6fbdcd55-e369-4edc-ab52-2995f886d055,,
2019-09-13 21:37:02 UTC, group-a,3, 77da967e-7cbc-47c2-a162-8476dac2f0c3,,
2019-09-13 23:00:29 UTC, group-a,3, deca1734-af0c-4f99-b2d1-10675f6f2340,,
2019-09-14 05:01:54 UTC, group-a,3, 3c883fb2-a715-4158-9b4a-686bd4455a51,,
2019-09-17 11:39:50 UTC, group-a,3, b37b77a9-f3c6-4659-8c58-ef9ec09c7d34,,
2019-09-18 00:26:10 UTC, group-a,3, 55f86d29-f48c-40d4-86f0-2cfba20a64a7,,
2019-09-18 10:21:07 UTC, group-a,2, 52af658b-5f32-423a-8556-017bb8545693,,
2019-09-18 21:42:15 UTC, group-a,3, 60e57fff-f7eb-4362-9359-87f0097d8981,,
2019-09-18 21:47:18 UTC, group-a,3, 87cafa5c-143a-48d4-82e8-af793088eeaf,,
2019-09-19 20:16:05 UTC, group-a,3, 49b9171d-fc30-4057-be5f-600510c4a639,,
2019-09-19 21:38:50 UTC, group-a,3, babdf1fe-3ebf-4fbd-a23d-9dda77e3cb71,,
2019-09-20 02:46:15 UTC, group-a,3, a5ba0300-34fa-4f46-9e90-03eeaedd67e7,,
